世代,個体No,実値,適応度, 係数0, 係数1, 係数2, 係数3, 係数4, 係数5, 係数6, 係数7, 係数8, 係数9
3815,14,3.000,30.000,0.42,0.00,0.06,0.85,0.04,0.63,0.72,0.12,0.13,0.32
3816,50,0.000,0.000,0.45,0.04,0.56,0.38,0.20,0.66,0.50,0.53,0.31,0.64
3817,37,3.000,30.000,0.14,0.98,0.54,0.18,0.19,0.44,0.66,0.96,0.07,0.69
3818,30,4.000,40.000,0.07,0.99,0.09,0.24,0.28,0.49,0.74,0.54,0.71,0.98
3819,55,4.000,40.000,0.35,0.72,0.05,0.36,0.40,0.01,0.79,0.54,0.05,0.77
3820,84,3.000,30.000,0.20,0.95,0.64,0.73,0.28,0.06,0.88,0.27,0.53,0.59
3821,70,8.000,80.000,0.23,0.72,0.17,0.84,0.16,0.82,0.25,0.99,0.67,0.79
3822,55,3.000,30.000,0.46,0.26,0.61,0.76,0.56,0.10,0.51,0.43,0.57,0.98
3823,72,3.000,30.000,0.33,0.61,0.08,0.13,0.73,0.74,0.50,0.86,0.01,0.66
3824,2,6.000,60.000,0.41,0.42,0.34,0.01,0.47,0.97,0.03,0.45,0.66,0.48
3825,97,8.000,80.000,0.16,0.13,0.18,0.97,0.53,0.67,0.39,0.23,0.82,0.87
3826,23,4.000,40.000,0.38,0.87,0.09,0.41,0.06,0.41,0.97,0.81,0.44,0.56
3827,37,6.000,60.000,0.30,0.79,0.33,0.25,0.38,0.70,0.16,0.45,0.74,0.42
3828,56,3.000,30.000,0.48,0.83,0.49,0.78,0.85,0.84,0.53,0.07,0.25,0.55
3829,62,6.000,60.000,0.48,0.16,0.04,0.74,0.09,0.82,0.34,0.43,0.84,0.14
3830,86,8.000,80.000,0.17,0.71,0.10,0.12,0.63,0.61,0.72,0.86,0.75,0.95
3831,96,3.000,30.000,0.01,0.65,0.06,0.22,0.16,0.96,0.52,0.49,0.31,0.66
3832,19,3.000,30.000,0.24,0.76,0.05,0.49,0.22,0.67,0.18,0.63,0.23,0.98
3833,67,6.000,60.000,0.50,0.50,0.21,0.70,0.72,0.54,0.28,0.39,0.91,0.39
3834,28,6.000,60.000,0.18,0.68,0.25,0.04,0.49,0.57,0.60,0.74,0.89,0.21
3835,4,8.000,80.000,0.38,0.06,0.38,0.41,0.37,0.71,0.96,0.10,0.93,0.59
3836,42,6.000,60.000,0.37,0.66,0.22,0.14,0.89,0.92,0.92,0.53,0.89,0.08
3837,58,8.000,80.000,0.07,0.09,0.37,0.80,0.98,0.60,0.03,0.41,0.51,0.77
3838,41,8.000,80.000,0.10,0.70,0.43,0.09,0.22,0.56,0.61,0.45,0.75,0.69
3839,26,6.000,60.000,0.19,0.58,0.11,0.64,0.72,0.55,0.70,0.11,0.86,0.26
3840,53,8.000,80.000,0.26,0.05,0.49,0.73,0.88,0.51,0.27,0.20,0.67,0.60
3841,89,6.000,60.000,0.24,0.77,0.45,0.12,0.89,0.81,0.06,0.13,0.57,0.39
3842,43,3.000,30.000,0.12,0.10,0.29,0.60,0.54,0.69,0.50,0.32,0.32,0.39
3843,32,3.000,30.000,0.50,0.04,0.30,0.46,0.23,0.72,0.32,0.56,0.26,0.71
3844,54,8.000,80.000,0.36,0.55,0.23,0.70,0.09,0.95,0.74,0.58,0.79,0.87
3845,59,3.000,30.000,0.21,0.49,0.96,0.33,0.59,0.04,0.56,0.49,0.48,0.93
3846,95,4.000,40.000,0.39,0.69,0.17,0.43,0.18,0.50,0.88,0.70,0.67,0.89
3847,21,8.000,80.000,0.23,0.34,0.14,0.45,0.91,0.95,0.78,0.23,0.64,0.77
3848,16,8.000,80.000,0.37,0.35,0.27,0.81,0.72,0.86,0.81,0.57,0.66,0.95
3849,41,6.000,60.000,0.43,0.39,0.22,0.04,0.38,0.58,0.10,0.91,0.95,0.31
3850,40,1.000,10.000,0.88,0.55,0.39,0.75,0.67,0.56,0.65,0.24,0.95,0.56
3851,90,6.000,60.000,0.05,0.41,0.06,0.11,0.86,0.77,0.02,0.04,0.65,0.38
3852,10,6.000,60.000,0.48,0.50,0.43,0.48,0.10,0.62,0.72,0.47,0.71,0.03
3853,52,3.000,30.000,0.19,0.37,0.33,0.79,0.03,0.69,0.06,0.61,0.04,0.68
3854,59,6.000,60.000,0.06,0.77,0.00,0.74,0.25,0.88,0.24,0.49,0.63,0.03
3855,29,3.000,30.000,0.18,0.15,0.48,0.33,0.37,0.85,0.61,0.49,0.41,0.71
3856,17,6.000,60.000,0.44,0.07,0.25,0.60,0.79,0.93,0.81,0.49,0.66,0.16
3857,22,3.000,30.000,0.43,0.04,0.98,0.85,0.87,0.24,0.75,0.41,0.62,0.82
3858,98,4.000,40.000,0.17,0.77,0.22,0.07,0.56,0.01,0.78,0.13,0.43,0.88
3859,22,8.000,80.000,0.21,0.34,0.22,0.09,0.41,0.56,0.03,0.63,0.95,0.95
3860,3,8.000,80.000,0.38,0.96,0.02,0.09,0.13,0.99,0.05,0.89,0.99,0.78
3861,4,3.000,30.000,0.02,0.83,0.20,0.80,0.33,0.54,0.95,0.23,0.40,0.10
3862,17,3.000,30.000,0.08,0.29,0.40,0.17,0.08,0.65,0.47,0.23,0.24,0.96
3863,48,6.000,60.000,0.10,0.78,0.46,0.86,0.43,0.66,0.04,0.14,0.85,0.06
3864,88,6.000,60.000,0.43,0.75,0.01,0.74,0.23,0.68,0.13,0.67,0.71,0.44
3865,23,3.000,30.000,0.28,0.66,0.04,0.08,0.26,0.95,0.05,0.41,0.36,0.50
3866,83,8.000,80.000,0.17,0.67,0.04,0.72,0.03,0.89,0.73,0.17,0.89,0.90
3867,26,3.000,30.000,0.29,0.08,0.25,0.74,0.10,0.81,0.01,0.89,0.02,0.64
3868,21,6.000,60.000,0.17,0.90,0.43,0.38,0.16,0.95,0.35,0.08,0.65,0.39
3869,36,8.000,80.000,0.25,0.36,0.24,0.69,0.73,0.53,0.29,0.61,0.88,0.53
3870,87,8.000,80.000,0.22,0.59,0.48,0.36,0.10,0.89,0.41,0.71,0.73,0.61
3871,1,8.000,80.000,0.40,0.95,0.46,0.58,0.87,0.88,0.19,0.86,0.55,0.78
3872,95,4.000,40.000,0.37,0.71,0.46,0.19,0.09,0.25,0.53,0.55,0.41,0.85
3873,93,6.000,60.000,0.17,0.35,0.41,0.51,0.65,0.88,0.90,0.46,0.51,0.26
3874,10,3.000,30.000,0.24,0.44,0.07,0.95,0.04,0.93,0.49,0.64,0.43,0.31
3875,17,3.000,30.000,0.23,0.54,0.79,0.74,0.80,0.30,0.57,0.10,0.45,1.00
3876,76,3.000,30.000,0.01,0.47,0.01,0.14,0.01,0.59,0.21,0.83,0.32,0.69
3877,41,3.000,30.000,0.18,0.90,0.84,0.81,0.98,0.46,0.92,0.23,0.36,0.69
3878,65,3.000,30.000,0.27,0.22,0.03,0.43,0.17,0.54,0.09,0.04,0.05,0.29
3879,95,8.000,80.000,0.24,0.51,0.10,0.98,0.56,0.65,0.01,0.15,0.64,0.68
3880,7,3.000,30.000,0.15,0.51,0.24,0.16,0.12,0.99,0.91,0.04,0.05,0.63
3881,11,6.000,60.000,0.29,0.63,0.35,0.58,0.85,0.91,0.79,0.86,0.59,0.48
3882,13,1.000,10.000,0.88,0.72,0.46,0.01,0.09,0.85,0.26,0.94,0.51,0.34
3883,11,4.000,40.000,0.46,0.71,0.04,0.08,0.13,0.28,0.95,0.79,0.24,0.59
3884,56,3.000,30.000,0.04,0.99,0.93,0.36,0.65,0.30,0.73,0.85,0.43,0.94
3885,22,8.000,80.000,0.05,0.84,0.48,0.07,0.73,0.89,0.47,0.85,0.56,0.55
3886,26,8.000,80.000,0.41,0.39,0.26,0.05,0.28,0.81,0.04,0.47,0.83,0.85
3887,4,6.000,60.000,0.24,0.11,0.43,0.54,0.67,0.61,0.89,0.51,0.81,0.33
3888,38,4.000,40.000,0.15,0.67,0.02,0.02,0.95,0.32,0.98,0.35,0.96,0.74
3889,60,8.000,80.000,0.35,0.83,0.18,0.93,0.28,0.54,0.54,0.22,0.93,0.77
3890,18,8.000,80.000,0.20,0.24,0.49,0.87,0.60,0.58,1.00,0.83,0.52,0.82
3891,51,8.000,80.000,0.10,0.92,0.16,0.20,0.86,0.88,0.39,0.19,0.56,0.74
3892,44,4.000,40.000,0.32,0.55,0.39,0.86,1.00,0.37,0.92,0.53,0.07,0.89
3893,67,6.000,60.000,0.47,0.49,0.47,0.02,0.63,0.55,0.31,0.16,0.95,0.09
3894,58,3.000,30.000,0.41,0.52,0.71,0.44,0.53,0.27,0.52,0.69,0.50,0.63
3895,45,6.000,60.000,0.40,0.79,0.13,0.06,0.05,0.66,0.76,0.25,0.74,0.13
3896,13,3.000,30.000,0.03,0.61,0.25,0.47,0.47,1.00,0.20,0.57,0.15,0.27
3897,46,8.000,80.000,0.03,0.52,0.13,0.46,0.88,0.93,0.87,0.92,0.59,0.54
3898,10,6.000,60.000,0.19,0.18,0.13,0.25,0.25,0.73,0.09,0.95,0.58,0.14
3899,18,3.000,30.000,0.22,0.06,0.16,0.79,0.87,0.51,0.97,0.69,0.49,0.89
3900,36,4.000,40.000,0.43,0.46,0.48,0.97,0.05,0.21,0.83,0.75,0.60,0.91
3901,83,8.000,80.000,0.32,0.24,0.05,0.18,0.85,0.94,0.91,0.18,0.70,0.71
3902,68,3.000,30.000,0.03,0.47,0.31,0.40,0.82,0.89,0.14,0.50,0.35,0.28
3903,15,4.000,40.000,0.28,0.57,0.05,0.83,0.64,0.32,0.98,0.79,0.19,0.83
3904,40,8.000,80.000,0.04,0.20,0.01,0.05,0.42,0.99,0.30,0.36,0.93,0.50
3905,24,3.000,30.000,0.30,0.41,0.37,0.63,0.52,0.70,0.96,0.02,0.22,0.86
3906,15,4.000,40.000,0.32,0.82,0.17,0.97,0.21,0.09,0.97,0.79,0.55,0.71
3907,47,4.000,40.000,0.19,0.95,0.17,0.42,0.48,0.48,0.75,0.43,0.22,0.79
3908,24,6.000,60.000,0.43,0.80,0.12,0.52,0.36,0.51,1.00,0.48,0.70,0.41
3909,93,6.000,60.000,0.47,0.55,0.09,0.23,0.42,0.61,0.72,0.79,0.70,0.30
3910,26,3.000,30.000,0.03,0.88,0.31,0.58,0.57,0.83,0.39,0.53,0.11,0.38
3911,55,8.000,80.000,0.01,0.23,0.28,0.85,0.01,0.54,0.30,0.91,0.87,0.92
3912,53,3.000,30.000,0.21,0.21,0.13,0.35,0.12,0.93,0.47,0.95,0.26,0.50
3913,84,6.000,60.000,0.08,0.49,0.26,0.49,0.54,0.84,0.55,0.60,0.57,0.04
3914,1,3.000,30.000,0.44,0.81,0.10,0.23,0.85,0.71,0.64,0.45,0.24,0.36
3915,75,4.000,40.000,0.13,0.39,0.22,0.16,0.37,0.24,0.76,0.46,0.54,0.52
3916,97,8.000,80.000,0.14,0.66,0.50,0.53,0.06,0.71,0.49,0.02,0.56,1.00
3917,71,6.000,60.000,0.26,0.79,0.34,0.90,0.20,0.66,0.09,0.78,0.70,0.28
3918,27,4.000,40.000,0.28,0.03,0.35,0.67,0.63,0.25,0.54,0.03,0.35,0.97
3919,93,6.000,60.000,0.48,0.59,0.27,0.78,0.11,0.79,0.37,0.84,0.94,0.17
3920,67,4.000,40.000,0.29,0.00,0.43,0.72,0.81,0.06,0.85,0.70,0.62,0.79
3921,60,3.000,30.000,0.30,0.55,0.45,0.32,0.98,0.75,0.98,0.01,0.13,0.80
3922,98,8.000,80.000,0.10,0.75,0.27,0.33,0.33,0.87,0.64,0.54,0.73,0.61
3923,50,1.000,10.000,0.66,0.79,0.16,0.10,0.18,0.96,0.68,0.47,0.53,0.75
3924,65,8.000,80.000,0.22,0.94,0.28,0.55,0.80,0.93,0.17,0.77,0.63,0.87
3925,90,8.000,80.000,0.26,0.98,0.12,0.64,0.72,0.96,0.81,0.43,0.91,0.65
3926,21,6.000,60.000,0.10,0.57,0.16,0.91,0.52,0.76,0.95,0.59,0.51,0.25
3927,15,6.000,60.000,0.49,0.39,0.25,0.13,0.02,0.83,0.05,0.14,0.59,0.45
3928,31,8.000,80.000,0.20,0.33,0.17,0.29,0.62,0.60,0.24,0.14,0.97,0.66
3929,97,8.000,80.000,0.07,0.13,0.21,0.39,0.44,0.74,0.54,0.40,0.84,0.79
3930,89,6.000,60.000,0.30,0.51,0.41,0.02,0.99,0.57,0.63,0.61,0.69,0.40
3931,4,6.000,60.000,0.05,0.55,0.40,0.57,0.55,0.65,0.79,0.63,0.70,0.09
3932,18,3.000,30.000,0.09,0.49,0.17,0.93,0.81,0.91,0.50,0.51,0.13,0.96
3933,5,1.000,10.000,0.90,0.80,0.49,0.02,0.73,0.78,0.08,0.75,0.51,0.37
3934,74,6.000,60.000,0.29,0.19,0.18,0.86,0.47,0.60,0.40,0.54,0.91,0.09
3935,21,8.000,80.000,0.40,0.52,0.32,0.23,0.54,0.51,0.88,0.60,0.89,0.62
3936,30,8.000,80.000,0.32,0.77,0.12,0.41,0.44,0.89,0.70,0.43,0.72,0.57
3937,99,4.000,40.000,0.36,0.45,0.20,0.91,0.72,0.32,0.98,0.29,0.27,0.69
3938,37,8.000,80.000,0.35,0.95,0.07,0.01,0.49,0.95,0.20,0.02,0.89,0.79
3939,50,8.000,80.000,0.22,0.83,0.01,0.13,0.04,0.74,0.88,0.83,0.54,0.87
3940,84,8.000,80.000,0.08,0.67,0.30,0.30,0.97,0.59,0.79,0.53,0.71,0.97
3941,1,3.000,30.000,0.44,0.52,0.56,0.89,0.49,0.03,0.55,0.08,0.26,0.81
3942,83,4.000,40.000,0.22,0.99,0.11,0.88,0.93,0.21,0.88,0.29,0.33,0.97
3943,14,6.000,60.000,0.33,0.47,0.47,0.38,0.59,0.90,0.02,0.71,0.55,0.08
3944,50,6.000,60.000,0.13,0.88,0.38,0.64,0.20,0.57,0.58,0.16,0.58,0.36
3945,12,8.000,80.000,0.34,0.99,0.46,0.69,0.56,0.88,0.01,0.88,0.69,0.93
3946,58,6.000,60.000,0.39,0.84,0.18,0.55,0.86,0.61,0.84,0.77,0.65,0.09
3947,33,3.000,30.000,0.14,0.25,0.59,0.04,0.50,0.42,0.84,0.54,0.24,0.58
3948,29,4.000,40.000,0.08,0.49,0.15,0.30,0.50,0.25,0.62,0.82,0.78,0.78
3949,25,8.000,80.000,0.50,0.64,0.30,0.17,0.91,0.89,0.99,0.54,0.90,0.66
3950,9,6.000,60.000,0.07,0.37,0.13,0.64,0.65,0.96,0.03,0.55,0.52,0.30
3951,58,1.000,10.000,0.36,0.87,0.79,0.56,0.32,0.27,0.49,0.39,0.16,0.94
3952,54,8.000,80.000,0.47,0.97,0.04,0.64,0.95,0.71,0.99,0.70,0.85,0.54
3953,9,8.000,80.000,0.27,0.74,0.41,0.02,0.87,0.54,0.55,0.70,0.81,0.72
3954,4,3.000,30.000,0.44,0.66,0.12,0.95,0.46,0.66,0.08,0.51,0.34,0.08
3955,93,3.000,30.000,0.29,0.78,0.13,0.15,0.78,0.59,0.53,0.39,0.49,0.68
3956,83,3.000,30.000,0.39,0.62,1.00,0.30,0.62,0.10,0.95,0.36,0.91,1.00
3957,45,8.000,80.000,0.33,0.32,0.01,0.05,0.71,0.51,0.04,0.64,0.67,0.62
3958,82,3.000,30.000,0.46,0.15,0.68,0.98,0.35,0.10,0.91,0.70,0.12,0.71
3959,24,8.000,80.000,0.45,0.72,0.36,0.81,0.39,0.60,0.08,0.78,0.81,0.53
3960,38,8.000,80.000,0.06,0.70,0.10,0.46,0.06,0.84,0.87,0.43,0.91,0.97
3961,82,8.000,80.000,0.03,0.34,0.12,0.99,0.85,0.72,0.42,0.94,0.59,0.69
3962,82,4.000,40.000,0.47,0.86,0.35,0.25,0.53,0.49,0.53,0.22,0.19,0.78
3963,70,6.000,60.000,0.14,0.31,0.39,0.83,0.03,0.95,0.28,0.97,0.88,0.23
3964,34,8.000,80.000,0.49,0.32,0.37,0.78,0.56,0.87,0.39,0.24,0.85,0.54
3965,43,6.000,60.000,0.41,0.65,0.43,0.17,0.16,0.80,0.64,0.83,0.69,0.24
3966,42,4.000,40.000,0.49,0.70,0.49,0.13,0.02,0.42,0.98,0.10,0.65,0.72
3967,65,3.000,30.000,0.49,0.53,0.11,0.29,0.78,0.82,0.27,0.12,0.44,0.50
3968,37,8.000,80.000,0.25,0.13,0.08,0.34,0.37,0.50,0.63,0.14,0.89,0.65
3969,91,8.000,80.000,0.48,0.66,0.11,0.79,0.33,0.79,0.82,0.41,0.99,0.87
3970,25,4.000,40.000,0.22,0.40,0.31,0.79,0.41,0.24,0.95,0.45,0.73,0.61
3971,75,8.000,80.000,0.13,0.34,0.32,0.57,0.23,0.70,0.05,0.54,0.89,0.50
3972,71,6.000,60.000,0.25,0.96,0.30,0.49,0.19,0.66,0.24,0.78,1.00,0.11
3973,89,8.000,80.000,0.35,0.10,0.31,0.16,0.69,0.71,0.44,0.15,0.51,0.57
3974,95,6.000,60.000,0.04,0.77,0.48,0.13,0.73,0.53,0.06,0.18,0.59,0.04
3975,9,6.000,60.000,0.20,0.29,0.40,0.17,0.69,0.69,0.59,0.55,0.66,0.43
3976,25,8.000,80.000,0.30,0.61,0.37,0.74,0.26,0.75,0.41,0.65,0.94,0.71
3977,23,6.000,60.000,0.20,0.84,0.03,0.70,0.69,0.93,0.82,0.78,0.92,0.41
3978,13,3.000,30.000,0.24,0.05,0.68,1.00,0.31,0.34,0.83,0.88,0.55,0.64
3979,63,6.000,60.000,0.44,0.24,0.32,0.66,0.59,0.54,0.45,0.92,0.80,0.20
3980,80,4.000,40.000,0.04,0.05,0.46,0.14,0.95,0.06,0.80,0.53,0.02,0.99
3981,93,8.000,80.000,0.03,0.29,0.06,0.14,0.24,0.86,0.49,0.89,0.68,0.92
3982,4,6.000,60.000,0.32,0.89,0.26,0.87,0.39,0.60,0.16,0.67,0.62,0.43
3983,5,1.000,10.000,0.93,0.82,0.05,0.54,0.24,0.69,0.32,0.80,0.46,0.15
3984,88,8.000,80.000,0.46,0.78,0.33,0.82,0.47,0.53,0.01,0.04,0.71,0.79
3985,36,8.000,80.000,0.04,0.93,0.22,0.55,0.61,0.59,0.01,0.23,0.63,0.53
3986,2,3.000,30.000,0.18,0.15,0.38,0.59,0.23,0.90,0.12,0.90,0.26,0.22
3987,73,8.000,80.000,0.17,0.24,0.09,0.13,0.21,0.78,0.27,0.81,0.57,0.80
3988,62,4.000,40.000,0.25,0.20,0.03,0.46,0.92,0.35,0.74,0.67,0.21,0.94
3989,90,8.000,80.000,0.14,0.55,0.08,0.47,0.25,0.75,0.28,0.05,0.55,0.55
3990,26,8.000,80.000,0.07,0.05,0.35,0.21,0.52,0.55,0.04,0.20,0.64,0.60
3991,41,3.000,30.000,0.20,0.40,0.56,0.05,0.79,0.13,0.84,0.82,0.75,0.51
3992,43,3.000,30.000,0.31,0.10,0.61,0.12,0.34,0.29,0.54,0.06,0.93,0.51
3993,71,3.000,30.000,0.08,0.60,0.79,0.98,0.60,0.15,0.79,0.16,0.45,0.69
3994,7,8.000,80.000,0.04,0.49,0.34,0.52,0.20,0.80,0.78,0.59,0.70,0.81
3995,29,3.000,30.000,0.37,0.38,0.48,0.07,0.08,0.81,0.51,0.27,0.15,0.12
3996,55,8.000,80.000,0.30,0.60,0.31,0.43,0.78,0.69,0.40,0.71,0.86,0.99
3997,30,3.000,30.000,0.33,0.75,0.36,0.83,0.09,0.69,0.37,0.72,0.11,0.40
3998,38,8.000,80.000,0.02,0.28,0.11,0.84,0.01,0.68,0.63,0.20,0.55,0.92
3999,50,4.000,40.000,0.23,0.81,0.32,0.72,0.71,0.36,0.78,0.01,0.11,0.69
4000,95,8.000,80.000,0.25,0.35,0.45,0.52,0.33,0.73,0.63,0.97,0.85,0.88
4001,21,8.000,80.000,0.44,0.50,0.01,0.47,0.32,0.73,0.78,0.57,0.85,0.80
4002,47,3.000,30.000,0.06,0.33,0.76,0.39,0.62,0.31,0.97,0.48,0.55,0.73
4003,26,8.000,80.000,0.36,0.77,0.06,0.18,0.15,0.80,0.44,0.36,0.88,0.74
4004,14,6.000,60.000,0.45,0.38,0.16,0.52,0.34,0.53,0.52,0.58,0.70,0.38
4005,14,1.000,10.000,0.65,0.51,0.26,0.77,0.89,0.76,0.02,0.57,0.21,0.13
4006,20,3.000,30.000,0.35,0.38,0.69,0.88,0.43,0.43,0.51,0.41,0.68,0.57
4007,2,8.000,80.000,0.14,0.14,0.20,0.16,0.21,0.72,0.71,0.86,0.51,0.74
4008,71,1.000,10.000,0.23,0.99,0.43,0.19,0.35,0.07,0.24,0.38,0.23,0.89
4009,20,6.000,60.000,0.01,0.89,0.05,0.91,0.16,0.93,0.76,0.13,0.67,0.11
4010,3,3.000,30.000,0.01,0.97,0.46,1.00,0.23,0.63,0.32,0.20,0.27,0.22
4011,56,4.000,40.000,0.36,0.04,0.36,0.53,0.01,0.21,0.89,0.07,0.50,1.00
4012,45,8.000,80.000,0.25,0.28,0.06,0.58,0.52,0.82,0.21,0.72,0.73,0.90
4013,60,8.000,80.000,0.49,0.47,0.20,0.42,0.93,0.92,0.06,0.98,0.58,0.83
4014,96,8.000,80.000,0.36,0.94,0.07,0.14,0.84,0.71,0.63,0.02,0.53,0.94
4015,29,3.000,30.000,0.20,0.71,0.46,0.88,0.27,0.92,0.10,0.25,0.15,0.64
4016,7,4.000,40.000,0.38,0.11,0.22,0.99,0.42,0.09,0.89,0.40,0.55,0.67
4017,28,4.000,40.000,0.17,0.68,0.32,0.89,0.31,0.07,0.75,0.47,0.02,0.80
4018,23,3.000,30.000,0.07,0.52,0.31,0.15,0.72,0.94,0.31,0.30,0.33,0.64
4019,83,4.000,40.000,0.08,0.55,0.02,0.90,0.11,0.21,0.52,0.62,0.67,0.98
4020,27,8.000,80.000,0.31,0.48,0.05,0.13,0.13,0.79,0.72,0.78,0.79,0.98
4021,34,4.000,40.000,0.42,0.57,0.25,0.55,0.96,0.29,0.86,0.97,0.92,0.72
4022,27,3.000,30.000,0.05,0.52,0.07,0.40,0.49,0.78,0.52,0.34,0.32,0.30
4023,54,8.000,80.000,0.49,0.95,0.18,0.23,0.05,0.55,0.11,0.35,0.75,0.73
4024,28,4.000,40.000,0.08,0.72,0.13,0.99,0.50,0.14,0.74,0.17,0.89,0.56
4025,64,3.000,30.000,0.18,0.68,0.36,0.05,0.60,0.69,0.97,0.13,0.14,0.37
4026,31,6.000,60.000,0.11,0.84,0.29,0.85,0.34,0.69,0.37,0.85,0.59,0.39
4027,47,6.000,60.000,0.07,0.97,0.13,0.14,0.80,0.84,0.01,0.06,0.78,0.43
4028,8,3.000,30.000,0.47,0.41,0.28,0.10,0.01,0.61,0.17,0.16,0.21,0.93
4029,78,8.000,80.000,0.13,0.76,0.18,0.96,0.66,0.89,0.21,0.23,0.84,0.86
4030,48,3.000,30.000,0.08,0.28,0.25,0.01,0.42,0.85,0.80,0.85,0.18,0.18
4031,40,8.000,80.000,0.48,0.50,0.19,0.90,0.77,0.80,0.23,0.93,0.59,0.55
4032,63,8.000,80.000,0.43,0.35,0.38,0.53,0.88,0.87,0.25,0.81,0.70,0.86
4033,20,8.000,80.000,0.38,0.50,0.37,0.55,0.68,0.89,0.49,0.25,0.55,0.84
4034,75,8.000,80.000,0.26,0.70,0.33,0.17,0.45,0.66,0.81,1.00,0.82,0.52
4035,28,1.000,10.000,0.50,0.98,0.36,0.11,0.04,0.84,0.91,0.26,0.75,0.32
4036,42,3.000,30.000,0.41,0.81,0.78,0.33,0.48,0.14,0.72,0.23,0.41,0.59
4037,60,1.000,10.000,0.64,0.72,0.24,0.82,0.79,0.74,0.69,0.04,0.76,0.63
4038,75,8.000,80.000,0.31,0.14,0.18,0.50,0.82,0.75,0.21,0.65,0.68,0.57
4039,29,4.000,40.000,0.02,0.14,0.44,0.54,0.93,0.44,0.82,0.39,0.40,0.78
4040,49,3.000,30.000,0.08,0.79,0.88,0.76,0.12,0.18,0.89,0.91,0.12,0.50
4041,33,8.000,80.000,0.46,0.19,0.00,0.51,0.43,0.75,0.64,0.25,0.77,0.66
4042,95,8.000,80.000,0.38,0.91,0.11,0.96,0.59,0.53,0.81,0.47,0.62,0.77
4043,32,8.000,80.000,0.04,0.27,0.08,0.32,0.19,0.59,0.30,0.54,0.78,0.53
4044,95,8.000,80.000,0.25,0.87,0.18,0.30,0.18,0.59,0.10,0.64,0.73,0.71
4045,80,6.000,60.000,0.17,1.00,0.04,0.28,0.47,0.53,0.97,0.23,0.58,0.05
4046,61,3.000,30.000,0.01,1.00,0.79,0.52,0.65,0.15,0.79,0.64,0.13,0.69
4047,99,6.000,60.000,0.05,0.59,0.24,0.44,0.70,0.97,0.36,0.68,0.59,0.40
4048,39,8.000,80.000,0.25,0.58,0.08,0.10,0.13,0.64,0.63,0.06,0.94,0.81
4049,27,1.000,10.000,0.54,0.97,0.06,0.69,0.61,0.61,0.23,0.80,0.63,0.13
4050,20,4.000,40.000,0.34,0.37,0.37,0.06,0.74,0.47,0.96,0.25,0.27,0.91
4051,44,8.000,80.000,0.28,0.55,0.28,0.27,0.66,0.80,0.20,0.04,0.63,0.79
4052,74,6.000,60.000,0.41,0.43,0.41,0.42,0.41,0.95,0.73,0.52,0.56,0.27
4053,34,3.000,30.000,0.29,0.10,0.04,0.64,0.62,0.86,0.69,0.14,0.46,0.82
4054,35,4.000,40.000,0.21,0.72,0.36,0.48,0.01,0.48,0.59,0.19,0.14,0.96
4055,53,6.000,60.000,0.32,0.20,0.20,0.74,0.31,0.51,0.85,0.96,0.66,0.40
4056,82,8.000,80.000,0.38,0.91,0.30,0.35,0.89,0.78,0.52,0.55,0.73,0.92
4057,65,6.000,60.000,0.50,0.94,0.04,0.08,0.83,0.82,0.13,0.29,1.00,0.41
4058,15,1.000,10.000,0.12,0.68,0.35,0.04,0.04,0.32,0.18,0.06,0.92,0.02
4059,7,6.000,60.000,0.47,0.40,0.04,0.32,0.97,0.96,0.01,0.62,0.97,0.17
4060,17,3.000,30.000,0.31,0.81,0.83,0.81,0.54,0.14,0.87,0.20,0.83,0.73
4061,12,1.000,10.000,0.00,0.12,0.29,0.44,0.14,0.05,0.27,0.33,0.28,0.80
4062,49,3.000,30.000,0.36,0.98,0.57,0.07,0.31,0.34,0.81,0.09,0.82,0.63
4063,24,3.000,30.000,0.46,0.45,0.53,0.36,0.45,0.34,0.58,0.74,0.59,0.62
4064,21,3.000,30.000,0.20,1.00,0.80,0.18,0.10,0.37,0.62,0.85,0.86,0.62
4065,69,8.000,80.000,0.44,0.77,0.32,0.83,1.00,0.51,0.90,0.44,0.81,0.65
4066,44,8.000,80.000,0.50,0.72,0.13,0.18,0.58,0.81,0.49,1.00,0.60,0.70
4067,83,6.000,60.000,0.28,0.08,0.06,0.26,0.34,0.82,0.13,0.26,0.55,0.46
4068,78,4.000,40.000,0.03,0.88,0.15,0.60,0.80,0.16,0.79,0.29,0.80,0.67
4069,93,4.000,40.000,0.13,0.34,0.40,0.59,0.01,0.06,0.95,0.78,0.80,0.54
4070,75,3.000,30.000,0.19,0.32,0.96,0.24,0.53,0.03,0.80,0.96,0.00,0.76
4071,11,3.000,30.000,0.08,0.66,0.54,0.01,0.95,0.29,0.63,0.46,0.23,0.79
4072,33,6.000,60.000,0.12,0.60,0.43,0.71,0.92,0.56,0.36,0.95,0.87,0.34
4073,27,4.000,40.000,0.03,0.27,0.37,0.37,0.34,0.27,0.89,0.48,0.68,0.57
4074,48,3.000,30.000,0.10,0.06,0.59,0.27,0.93,0.12,0.64,0.52,0.55,0.56
4075,13,3.000,30.000,0.25,0.50,0.27,0.21,0.86,0.87,0.12,0.38,0.40,0.23
4076,21,4.000,40.000,0.30,0.69,0.38,0.21,0.44,0.13,0.71,0.74,0.88,0.95
